"Rload=2k"
+1.0000000000e+001 +6.0606060606e-001 +9.6993378953e+000 +1.0000000000e+001 -1.5033105233e-004 -1.5033105233e-003 +6.0606060606e-001 -1.5033105233e-006 -9.1109728685e-007 +3.0066210466e-001 +1.5033105233e-004 +4.5198850590e-005 +6.0606060606e-001 -9.0932772893e+000 +9.6993378953e+000 -1.5183436285e-004 +1.5033105233e-004 +1.5033105233e-006
+1.0000000000e+001 +6.0909090909e-001 +9.6619464168e+000 +1.0000000000e+001 -1.6902679160e-004 -1.6902679160e-003 +6.0909090909e-001 -1.6902679160e-006 -1.0295268216e-006 +3.3805358320e-001 +1.6902679160e-004 +5.7140112556e-005 +6.0909090909e-001 -9.0528555077e+000 +9.6619464168e+000 -1.7071705951e-004 +1.6902679160e-004 +1.6902679160e-006
+1.0000000000e+001 +6.1212121212e-001 +9.6199047923e+000 +1.0000000000e+001 -1.9004760384e-004 -1.9004760384e-003 +6.1212121212e-001 -1.9004760384e-006 -1.1633216962e-006 +3.8009520768e-001 +1.9004760384e-004 +7.2236183449e-005 +6.1212121212e-001 -9.0077835802e+000 +9.6199047923e+000 -1.9194807988e-004 +1.9004760384e-004 +1.9004760384e-006
+1.0000000000e+001 +6.1515151515e-001 +9.5726347121e+000 +1.0000000000e+001 -2.1368264394e-004 -2.1368264394e-003 +6.1515151515e-001 -2.1368264394e-006 -1.3144720218e-006 +4.2736528787e-001 +2.1368264394e-004 +9.1320544638e-005 +6.1515151515e-001 -8.9574831970e+000 +9.5726347121e+000 -2.1581947037e-004 +2.1368264394e-004 +2.1368264394e-006
+1.0000000000e+001 +6.1818181818e-001 +9.5194859457e+000 +1.0000000000e+001 -2.4025702717e-004 -2.4025702717e-003 +6.1818181818e-001 -2.4025702717e-006 -1.4852252589e-006 +4.8051405434e-001 +2.4025702717e-004 +1.1544687821e-004 +6.1818181818e-001 -8.9013041275e+000 +9.5194859457e+000 -2.4265959744e-004 +2.4025702717e-004 +2.4025702717e-006
+1.0000000000e+001 +6.2121212121e-001 +9.4597273972e+000 +1.0000000000e+001 -2.7013630139e-004 -2.7013630139e-003 +6.2121212121e-001 -2.7013630139e-006 -1.6781194481e-006 +5.4027260279e-001 +2.7013630139e-004 +1.4594724266e-004 +6.2121212121e-001 -8.8385152760e+000 +9.4597273972e+000 -2.7283766441e-004 +2.7013630139e-004 +2.7013630139e-006
+1.0000000000e+001 +6.2424242424e-001 +9.3925370493e+000 +1.0000000000e+001 -3.0373147537e-004 -3.0373147537e-003 +6.2424242424e-001 -3.0373147537e-006 -1.8960207251e-006 +6.0746295075e-001 +3.0373147537e-004 +1.8450561826e-004 +6.2424242424e-001 -8.7682946250e+000 +9.3925370493e+000 -3.0676879013e-004 +3.0373147537e-004 +3.0373147537e-006
+1.0000000000e+001 +6.2727272727e-001 +9.3169906550e+000 +1.0000000000e+001 -3.4150467248e-004 -3.4150467248e-003 +6.2727272727e-001 -3.4150467248e-006 -2.1421656728e-006 +6.8300934495e-001 +3.4150467248e-004 +2.3325088265e-004 +6.2727272727e-001 -8.6897179278e+000 +9.3169906550e+000 -3.4491971920e-004 +3.4150467248e-004 +3.4150467248e-006
+1.0000000000e+001 +6.3030303030e-001 +9.2320490250e+000 +1.0000000000e+001 -3.8397548749e-004 -3.8397548749e-003 +6.3030303030e-001 -3.8397548749e-006 -2.4202091333e-006 +7.6795097499e-001 +3.8397548749e-004 +2.9487434999e-004 +6.3030303030e-001 -8.6017459947e+000 +9.2320490250e+000 -3.8781524237e-004 +3.8397548749e-004 +3.8397548749e-006
+1.0000000000e+001 +6.3333333333e-001 +9.1365437320e+000 +1.0000000000e+001 -4.3172813399e-004 -4.3172813399e-003 +6.3333333333e-001 -4.3172813399e-006 -2.7342781819e-006 +8.6345626798e-001 +4.3172813399e-004 +3.7277836335e-004 +6.3333333333e-001 -8.5032103987e+000 +9.1365437320e+000 -4.3604541533e-004 +4.3172813399e-004 +4.3172813399e-006
