"C1=1μ"
+5.6000000000e-005 +3.4464292317e-001 +9.5489502389e-003 +3.4464292317e-001 -3.3509397294e-004 +3.3509397294e-001 +3.3509397294e-004 +9.5489502389e-003 +3.2554502270e-004 +9.5489502389e-003 +9.5489502389e-006
+5.7000000000e-005 +3.5053432019e-001 +9.8797251089e-003 +3.5053432019e-001 -3.4065459508e-004 +3.4065459508e-001 +3.4065459508e-004 +9.8797251089e-003 +3.3077486997e-004 +9.8797251089e-003 +9.8797251089e-006
+5.8000000000e-005 +3.5641187871e-001 +1.0215705576e-002 +3.5641187871e-001 -3.4619617314e-004 +3.4619617314e-001 +3.4619617314e-004 +1.0215705576e-002 +3.3598046756e-004 +1.0215705576e-002 +1.0215705576e-005
+5.9000000000e-005 +3.6227536670e-001 +1.0556867209e-002 +3.6227536670e-001 -3.5171849950e-004 +3.5171849950e-001 +3.5171849950e-004 +1.0556867209e-002 +3.4116163229e-004 +1.0556867209e-002 +1.0556867209e-005
+6.0000000000e-005 +3.6812455268e-001 +1.0903185391e-002 +3.6812455268e-001 -3.5722136729e-004 +3.5722136729e-001 +3.5722136729e-004 +1.0903185391e-002 +3.4631818190e-004 +1.0903185391e-002 +1.0903185391e-005
+6.1000000000e-005 +3.7395920574e-001 +1.1254635326e-002 +3.7395920574e-001 -3.6270457041e-004 +3.6270457041e-001 +3.6270457041e-004 +1.1254635326e-002 +3.5144993509e-004 +1.1254635326e-002 +1.1254635326e-005
+6.2000000000e-005 +3.7977909552e-001 +1.1611192037e-002 +3.7977909552e-001 -3.6816790348e-004 +3.6816790348e-001 +3.6816790348e-004 +1.1611192037e-002 +3.5655671145e-004 +1.1611192037e-002 +1.1611192037e-005
+6.3000000000e-005 +3.8558399228e-001 +1.1972830369e-002 +3.8558399228e-001 -3.7361116191e-004 +3.7361116191e-001 +3.7361116191e-004 +1.1972830369e-002 +3.6163833154e-004 +1.1972830369e-002 +1.1972830369e-005
+6.4000000000e-005 +3.9137366684e-001 +1.2339524986e-002 +3.9137366684e-001 -3.7903414185e-004 +3.7903414185e-001 +3.7903414185e-004 +1.2339524986e-002 +3.6669461687e-004 +1.2339524986e-002 +1.2339524986e-005
+6.5000000000e-005 +3.9714789063e-001 +1.2711250375e-002 +3.9714789063e-001 -3.8443664026e-004 +3.8443664026e-001 +3.8443664026e-004 +1.2711250375e-002 +3.7172538988e-004 +1.2711250375e-002 +1.2711250375e-005
+6.6000000000e-005 +4.0290643571e-001 +1.3087980849e-002 +4.0290643571e-001 -3.8981845486e-004 +3.8981845486e-001 +3.8981845486e-004 +1.3087980849e-002 +3.7673047401e-004 +1.3087980849e-002 +1.3087980849e-005
+6.7000000000e-005 +4.0864907474e-001 +1.3469690543e-002 +4.0864907474e-001 -3.9517938419e-004 +3.9517938419e-001 +3.9517938419e-004 +1.3469690543e-002 +3.8170969365e-004 +1.3469690543e-002 +1.3469690543e-005
+6.8000000000e-005 +4.1437558099e-001 +1.3856353417e-002 +4.1437558099e-001 -4.0051922758e-004 +4.0051922758e-001 +4.0051922758e-004 +1.3856353417e-002 +3.8666287416e-004 +1.3856353417e-002 +1.3856353417e-005
+6.9000000000e-005 +4.2008572841e-001 +1.4247943259e-002 +4.2008572841e-001 -4.0583778515e-004 +4.0583778515e-001 +4.0583778515e-004 +1.4247943259e-002 +3.9158984189e-004 +1.4247943259e-002 +1.4247943259e-005
+7.0000000000e-005 +4.2577929157e-001 +1.4644433683e-002 +4.2577929157e-001 -4.1113485788e-004 +4.1113485788e-001 +4.1113485788e-004 +1.4644433683e-002 +3.9649042420e-004 +1.4644433683e-002 +1.4644433683e-005
+7.1000000000e-005 +4.3145604568e-001 +1.5045798133e-002 +4.3145604568e-001 -4.1641024755e-004 +4.1641024755e-001 +4.1641024755e-004 +1.5045798133e-002 +4.0136444942e-004 +1.5045798133e-002 +1.5045798133e-005
+7.2000000000e-005 +4.3711576665e-001 +1.5452009880e-002 +4.3711576665e-001 -4.2166375677e-004 +4.2166375677e-001 +4.2166375677e-004 +1.5452009880e-002 +4.0621174689e-004 +1.5452009880e-002 +1.5452009880e-005
+7.3000000000e-005 +4.4275823104e-001 +1.5863042027e-002 +4.4275823104e-001 -4.2689518901e-004 +4.2689518901e-001 +4.2689518901e-004 +1.5863042027e-002 +4.1103214699e-004 +1.5863042027e-002 +1.5863042027e-005
+7.4000000000e-005 +4.4838321609e-001 +1.6278867508e-002 +4.4838321609e-001 -4.3210434858e-004 +4.3210434858e-001 +4.3210434858e-004 +1.6278867508e-002 +4.1582548107e-004 +1.6278867508e-002 +1.6278867508e-005
+7.5000000000e-005 +4.5399049974e-001 +1.6699459089e-002 +4.5399049974e-001 -4.3729104065e-004 +4.3729104065e-001 +4.3729104065e-004 +1.6699459089e-002 +4.2059158156e-004 +1.6699459089e-002 +1.6699459089e-005
+7.6000000000e-005 +4.5957986062e-001 +1.7124789371e-002 +4.5957986062e-001 -4.4245507125e-004 +4.4245507125e-001 +4.4245507125e-004 +1.7124789371e-002 +4.2533028188e-004 +1.7124789371e-002 +1.7124789371e-005
+7.7000000000e-005 +4.6515107808e-001 +1.7554830788e-002 +4.6515107808e-001 -4.4759624729e-004 +4.4759624729e-001 +4.4759624729e-004 +1.7554830788e-002 +4.3004141650e-004 +1.7554830788e-002 +1.7554830788e-005
+7.8000000000e-005 +4.7070393217e-001 +1.7989555609e-002 +4.7070393217e-001 -4.5271437656e-004 +4.5271437656e-001 +4.5271437656e-004 +1.7989555609e-002 +4.3472482095e-004 +1.7989555609e-002 +1.7989555609e-005
+7.9000000000e-005 +4.7623820367e-001 +1.8428935940e-002 +4.7623820367e-001 -4.5780926773e-004 +4.5780926773e-001 +4.5780926773e-004 +1.8428935940e-002 +4.3938033179e-004 +1.8428935940e-002 +1.8428935940e-005
+8.0000000000e-005 +4.8175367410e-001 +1.8872943727e-002 +4.8175367410e-001 -4.6288073037e-004 +4.6288073037e-001 +4.6288073037e-004 +1.8872943727e-002 +4.4400778665e-004 +1.8872943727e-002 +1.8872943727e-005
+8.1000000000e-005 +4.8725012573e-001 +1.9321550751e-002 +4.8725012573e-001 -4.6792857497e-004 +4.6792857497e-001 +4.6792857497e-004 +1.9321550751e-002 +4.4860702422e-004 +1.9321550751e-002 +1.9321550751e-005
+8.2000000000e-005 +4.9272734155e-001 +1.9774728636e-002 +4.9272734155e-001 -4.7295261291e-004 +4.7295261291e-001 +4.7295261291e-004 +1.9774728636e-002 +4.5317788428e-004 +1.9774728636e-002 +1.9774728636e-005
+8.3000000000e-005 +4.9818510534e-001 +2.0232448843e-002 +4.9818510534e-001 -4.7795265650e-004 +4.7795265650e-001 +4.7795265650e-004 +2.0232448843e-002 +4.5772020765e-004 +2.0232448843e-002 +2.0232448843e-005
+8.4000000000e-005 +5.0362320164e-001 +2.0694682680e-002 +5.0362320164e-001 -4.8292851896e-004 +4.8292851896e-001 +4.8292851896e-004 +2.0694682680e-002 +4.6223383628e-004 +2.0694682680e-002 +2.0694682680e-005
+8.5000000000e-005 +5.0904141575e-001 +2.1161401293e-002 +5.0904141575e-001 -4.8788001446e-004 +4.8788001446e-001 +4.8788001446e-004 +2.1161401293e-002 +4.6671861317e-004 +2.1161401293e-002 +2.1161401293e-005
