"C=10n"
+1.0000000000e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999803e-001 -3.5999999953e-003
+1.0139254076e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999797e-001 -3.6501314623e-003
+1.0280447321e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999791e-001 -3.7009610304e-003
+1.0423606740e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999786e-001 -3.7524984209e-003
+1.0568759712e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999780e-001 -3.8047534907e-003
+1.0715933998e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999773e-001 -3.8577362335e-003
+1.0865157747e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999767e-001 -3.9114567827e-003
+1.1016459496e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999760e-001 -3.9659254123e-003
+1.1169868185e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999754e-001 -4.0211525399e-003
+1.1325413152e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999747e-001 -4.0771487277e-003
+1.1483124145e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999740e-001 -4.1339246852e-003
+1.1643031329e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999732e-001 -4.1914912710e-003
+1.1805165286e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999725e-001 -4.2498594951e-003
+1.1969557024e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999717e-001 -4.3090405204e-003
+1.2136237983e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999709e-001 -4.3690456656e-003
+1.2305240044e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999701e-001 -4.4298864069e-003
+1.2476595526e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999693e-001 -4.4915743803e-003
+1.2650337204e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999684e-001 -4.5541213838e-003
+1.2826498305e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999675e-001 -4.6175393799e-003
+1.3005112522e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999666e-001 -4.6818404974e-003
+1.3186214014e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999657e-001 -4.7470370342e-003
+1.3369837418e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999647e-001 -4.8131414592e-003
+1.3556017853e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999637e-001 -4.8801664154e-003
+1.3744790927e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999627e-001 -4.9481247213e-003
+1.3936192742e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999617e-001 -5.0170293744e-003
+1.4130259906e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999606e-001 -5.0868935528e-003
+1.4327029534e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999595e-001 -5.1577306183e-003
+1.4526539259e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999583e-001 -5.2295541189e-003
+1.4728827239e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999572e-001 -5.3023777909e-003
+1.4933932161e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999560e-001 -5.3762155623e-003
+1.5141893253e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999547e-001 -5.4510815546e-003
+1.5352750288e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999535e-001 -5.5269900865e-003
+1.5566543593e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999522e-001 -5.6039556755e-003
+1.5783314057e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999508e-001 -5.6819930417e-003
+1.6003103137e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999494e-001 -5.7611171100e-003
+1.6225952871e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999480e-001 -5.8413430132e-003
+1.6451905878e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999466e-001 -5.9226860948e-003
+1.6681005372e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999451e-001 -6.0051619119e-003
+1.6913295170e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999435e-001 -6.0887862384e-003
+1.7148819699e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999420e-001 -6.1735750676e-003
+1.7387624002e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999403e-001 -6.2595446159e-003
+1.7629753753e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999386e-001 -6.3467113251e-003
+1.7875255259e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999369e-001 -6.4350918662e-003
+1.8124175474e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999352e-001 -6.5247031423e-003
+1.8376562004e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999333e-001 -6.6155622920e-003
+1.8632463119e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999315e-001 -6.7076866923e-003
+1.8891927762e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999295e-001 -6.8010939624e-003
+1.9155005556e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999276e-001 -6.8958019668e-003
+1.9421746815e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999255e-001 -6.9918288187e-003
+1.9692202555e+000 +1.0000000000e+000 +0.0000000000e+000 +9.9999999235e-001 -7.0891928835e-003
