"Vgs=-1.5"
+0.0000000000e+000 -1.5000000000e+000 +0.0000000000e+000 +0.0000000000e+000 -1.5000000000e+000 +0.0000000000e+000 -1.5000000000e+000 -1.5000000000e+000 +0.0000000000e+000 +0.0000000000e+000
+3.0303030303e-002 -1.5000000000e+000 +3.0303030303e-002 -2.9384756657e-005 -1.5000000000e+000 +0.0000000000e+000 -1.5000000000e+000 -1.5303030303e+000 +3.0303030303e-002 +2.9384756657e-005
+6.0606060606e-002 -1.5000000000e+000 +6.0606060606e-002 -5.6932966024e-005 -1.5000000000e+000 +0.0000000000e+000 -1.5000000000e+000 -1.5606060606e+000 +6.0606060606e-002 +5.6932966024e-005
+9.0909090909e-002 -1.5000000000e+000 +9.0909090909e-002 -8.2644628099e-005 -1.5000000000e+000 +2.1684043450e-019 -1.5000000000e+000 -1.5909090909e+000 +9.0909090909e-002 +8.2644628099e-005
+1.2121212121e-001 -1.5000000000e+000 +1.2121212121e-001 -1.0651974288e-004 -1.5000000000e+000 +2.1684043450e-019 -1.5000000000e+000 -1.6212121212e+000 +1.2121212121e-001 +1.0651974288e-004
+1.5151515152e-001 -1.5000000000e+000 +1.5151515152e-001 -1.2855831038e-004 -1.5000000000e+000 +0.0000000000e+000 -1.5000000000e+000 -1.6515151515e+000 +1.5151515152e-001 +1.2855831038e-004
+1.8181818182e-001 -1.5000000000e+000 +1.8181818182e-001 -1.4876033058e-004 -1.5000000000e+000 +0.0000000000e+000 -1.5000000000e+000 -1.6818181818e+000 +1.8181818182e-001 +1.4876033058e-004
+2.1212121212e-001 -1.5000000000e+000 +2.1212121212e-001 -1.6712580349e-004 -1.5000000000e+000 +0.0000000000e+000 -1.5000000000e+000 -1.7121212121e+000 +2.1212121212e-001 +1.6712580349e-004
+2.4242424242e-001 -1.5000000000e+000 +2.4242424242e-001 -1.8365472911e-004 -1.5000000000e+000 +0.0000000000e+000 -1.5000000000e+000 -1.7424242424e+000 +2.4242424242e-001 +1.8365472911e-004
+2.7272727273e-001 -1.5000000000e+000 +2.7272727273e-001 -1.9834710744e-004 -1.5000000000e+000 +0.0000000000e+000 -1.5000000000e+000 -1.7727272727e+000 +2.7272727273e-001 +1.9834710744e-004
