0.0000000000e+0 -1.1891455003e-6
1.0101010101e-2 3.7656411466e-5
2.0202020202e-2 6.3938014515e-5
3.0303030303e-2 8.1719267065e-5
4.0404040404e-2 9.3749467112e-5
5.0505050505e-2 1.0188869762e-4
6.0606060606e-2 1.0739542842e-4
7.0707070707e-2 1.1112109809e-4
8.0808080808e-2 1.1364176142e-4
9.0909090909e-2 1.1534715783e-4
1.0101010101e-1 1.1650097193e-4
1.1111111111e-1 1.1728160391e-4
1.2121212121e-1 1.1780975337e-4
1.3131313131e-1 1.1816708161e-4
1.4141414141e-1 1.1840883793e-4
1.5151515152e-1 1.1857240216e-4
1.6161616162e-1 1.1868306424e-4
1.7171717172e-1 1.1875793450e-4
1.8181818182e-1 1.1880858921e-4
1.9191919192e-1 1.1884286049e-4
2.0202020202e-1 1.1886604729e-4
2.1212121212e-1 1.1888173471e-4
2.2222222222e-1 1.1889234828e-4
2.3232323232e-1 1.1889952908e-4
2.4242424242e-1 1.1890438736e-4
2.5252525253e-1 1.1890767431e-4
2.6262626263e-1 1.1890989815e-4
2.7272727273e-1 1.1891140273e-4
2.8282828283e-1 1.1891242067e-4
2.9292929293e-1 1.1891310938e-4
3.0303030303e-1 1.1891357534e-4
3.1313131313e-1 1.1891389059e-4
3.2323232323e-1 1.1891410388e-4
3.3333333333e-1 1.1891424818e-4
3.4343434343e-1 1.1891434581e-4
3.5353535354e-1 1.1891441187e-4
3.6363636364e-1 1.1891445656e-4
3.7373737374e-1 1.1891448679e-4
3.8383838384e-1 1.1891450725e-4
3.9393939394e-1 1.1891452109e-4
4.0404040404e-1 1.1891453045e-4
4.1414141414e-1 1.1891453679e-4
4.2424242424e-1 1.1891454108e-4
4.3434343434e-1 1.1891454397e-4
4.4444444444e-1 1.1891454594e-4
4.5454545455e-1 1.1891454726e-4
4.6464646465e-1 1.1891454816e-4
4.7474747475e-1 1.1891454877e-4
4.8484848485e-1 1.1891454918e-4
4.9494949495e-1 1.1891454946e-4
5.0505050505e-1 1.1891454965e-4
5.1515151515e-1 1.1891454977e-4
5.2525252525e-1 1.1891454986e-4
5.3535353535e-1 1.1891454992e-4
5.4545454545e-1 1.1891454996e-4
5.5555555556e-1 1.1891454999e-4
5.6565656566e-1 1.1891455000e-4
5.7575757576e-1 1.1891455002e-4
5.8585858586e-1 1.1891455002e-4
5.9595959596e-1 1.1891455003e-4
6.0606060606e-1 1.1891455003e-4
6.1616161616e-1 1.1891455003e-4
6.2626262626e-1 1.1891455003e-4
6.3636363636e-1 1.1891455003e-4
6.4646464646e-1 1.1891455003e-4
6.5656565657e-1 1.1891455003e-4
6.6666666667e-1 1.1891455003e-4
6.7676767677e-1 1.1891455003e-4
6.8686868687e-1 1.1891455003e-4
6.9696969697e-1 1.1891455003e-4
7.0707070707e-1 1.1891455003e-4
7.1717171717e-1 1.1891455003e-4
7.2727272727e-1 1.1891455003e-4
7.3737373737e-1 1.1891455003e-4
7.4747474747e-1 1.1891455003e-4
7.5757575758e-1 1.1891455003e-4
7.6767676768e-1 1.1891455003e-4
7.7777777778e-1 1.1891455003e-4
7.8787878788e-1 1.1891455003e-4
7.9797979798e-1 1.1891455003e-4
8.0808080808e-1 1.1891455003e-4
8.1818181818e-1 1.1891455003e-4
8.2828282828e-1 1.1891455003e-4
8.3838383838e-1 1.1891455003e-4
8.4848484848e-1 1.1891455003e-4
8.5858585859e-1 1.1891455003e-4
8.6868686869e-1 1.1891455003e-4
8.7878787879e-1 1.1891455003e-4
8.8888888889e-1 1.1891455003e-4
8.9898989899e-1 1.1891455003e-4
9.0909090909e-1 1.1891455003e-4
9.1919191919e-1 1.1891455003e-4
9.2929292929e-1 1.1891455003e-4
9.3939393939e-1 1.1891455003e-4
9.4949494949e-1 1.1891455003e-4
9.5959595960e-1 1.1891455003e-4
9.6969696970e-1 1.1891455003e-4
9.7979797980e-1 1.1891455003e-4
9.8989898990e-1 1.1891455003e-4
1.0000000000e+0 1.1891455003e-4

0.0000000000e+0 -1.9285271380e-6
1.0101010101e-2 6.1070248688e-5
2.0202020202e-2 1.0369311082e-4
3.0303030303e-2 1.3253031205e-4
4.0404040404e-2 1.5204059675e-4
5.0505050505e-2 1.6524060206e-4
6.0606060606e-2 1.7417128363e-4
7.0707070707e-2 1.8021348372e-4
8.0808080808e-2 1.8430143397e-4
9.0909090909e-2 1.8706720422e-4
1.0101010101e-1 1.8893843176e-4
1.1111111111e-1 1.9020444165e-4
1.2121212121e-1 1.9106098155e-4
1.3131313131e-1 1.9164048776e-4
1.4141414141e-1 1.9203256226e-4
1.5151515152e-1 1.9229782673e-4
