5.0000000000e-1 9.9997515100e+0
5.0303030303e-1 9.9997206068e+0
5.0606060606e-1 9.9996858604e+0
5.0909090909e-1 9.9996467929e+0
5.1212121212e-1 9.9996028667e+0
5.1515151515e-1 9.9995534777e+0
5.1818181818e-1 9.9994979465e+0
5.2121212121e-1 9.9994355092e+0
5.2424242424e-1 9.9993653070e+0
5.2727272727e-1 9.9992863741e+0
5.3030303030e-1 9.9991976249e+0
5.3333333333e-1 9.9990978385e+0
5.3636363636e-1 9.9989856423e+0
5.3939393939e-1 9.9988594929e+0
5.4242424242e-1 9.9987176551e+0
5.4545454545e-1 9.9985581779e+0
5.4848484848e-1 9.9983788674e+0
5.5151515152e-1 9.9981772572e+0
5.5454545455e-1 9.9979505740e+0
5.5757575758e-1 9.9976956996e+0
5.6060606061e-1 9.9974091281e+0
5.6363636364e-1 9.9970869174e+0
5.6666666667e-1 9.9967246355e+0
5.6969696970e-1 9.9963172987e+0
5.7272727273e-1 9.9958593040e+0
5.7575757576e-1 9.9953443514e+0
5.7878787879e-1 9.9947653573e+0
5.8181818182e-1 9.9941143573e+0
5.8484848485e-1 9.9933823965e+0
5.8787878788e-1 9.9925594062e+0
5.9090909091e-1 9.9916340658e+0
5.9393939394e-1 9.9905936465e+0
5.9696969697e-1 9.9894238367e+0
6.0000000000e-1 9.9881085450e+0
6.0303030303e-1 9.9866296786e+0
6.0606060606e-1 9.9849668948e+0
6.0909090909e-1 9.9830973208e+0
6.1212121212e-1 9.9809952396e+0
6.1515151515e-1 9.9786317356e+0
6.1818181818e-1 9.9759742973e+0
6.2121212121e-1 9.9729863699e+0
6.2424242424e-1 9.9696268525e+0
6.2727272727e-1 9.9658495328e+0
6.3030303030e-1 9.9616024513e+0
6.3333333333e-1 9.9568271866e+0
6.3636363636e-1 9.9514580519e+0
6.3939393939e-1 9.9454211914e+0
6.4242424242e-1 9.9386335639e+0
6.4545454545e-1 9.9310018014e+0
6.4848484848e-1 9.9224209240e+0
6.5151515152e-1 9.9127728962e+0
6.5454545455e-1 9.9019250030e+0
6.5757575758e-1 9.8897280248e+0
6.6060606061e-1 9.8760141842e+0
6.6363636364e-1 9.8605948383e+0
6.6666666667e-1 9.8432578842e+0
6.6969696970e-1 9.8237648408e+0
6.7272727273e-1 9.8018475687e+0
6.7575757576e-1 9.7772045815e+0
6.7878787879e-1 9.7494968991e+0
6.8181818182e-1 9.7183433844e+0
6.8484848485e-1 9.6833155005e+0
6.8787878788e-1 9.6439314162e+0
6.9090909091e-1 9.5996493780e+0
6.9393939394e-1 9.5498602577e+0
6.9696969697e-1 9.4938791738e+0
7.0000000000e-1 9.4309360702e+0
7.0303030303e-1 9.3601651237e+0
7.0606060606e-1 9.2805928342e+0
7.0909090909e-1 9.1911246333e+0
7.1212121212e-1 9.0905298279e+0
7.1515151515e-1 8.9774246713e+0
7.1818181818e-1 8.8502533289e+0
7.2121212121e-1 8.7072664766e+0
7.2424242424e-1 8.5464972375e+0
7.2727272727e-1 8.3657341267e+0
7.3030303030e-1 8.1624906305e+0
7.3333333333e-1 7.9339710031e+0
7.3636363636e-1 7.6770318089e+0
7.3939393939e-1 7.3881386830e+0
7.4242424242e-1 7.0633177134e+0
7.4545454545e-1 6.6981007773e+0
7.4848484848e-1 6.2874640792e+0
7.5151515152e-1 5.8257590455e+0
7.5454545455e-1 5.3066346243e+0
7.5757575758e-1 4.7229499233e+0
7.6060606061e-1 4.0666759812e+0
7.6363636364e-1 3.3287853251e+0
7.6666666667e-1 2.4991277912e+0
