0e+0 1e+1 2e+0 1e+1 1e+1 0e+0 0e+0 2e+0 0e+0 0e+0 0e+0 0e+0 0e+0 2e+0 -8e+0 1e+1 0e+0
0e+0 1e+1 2.0202020202020203e+0 9.991837567595143e+0 1e+1 -4.081216202428753e-6 -4.081216202428753e-5 2.0202020202020203e+0 0e+0 0e+0 8.162432404857256e-3 4.081216202428628e-6 3.331265138193191e-8 2.0202020202020203e+0 -7.971635547393122e+0 9.991837567595143e+0 4.081216202428376e-6
0e+0 1e+1 2.04040404040404e+0 9.967350270380573e+0 1e+1 -1.6324864809713277e-5 -1.6324864809713277e-4 2.04040404040404e+0 0e+0 0e+0 3.264972961942725e-2 1.6324864809713626e-5 5.330024221108525e-7 2.04040404040404e+0 -7.926946229976533e+0 9.967350270380573e+0 1.6324864809713145e-5
0e+0 1e+1 2.0606060606060606e+0 9.926538108356292e+0 1e+1 -3.673094582185444e-5 -3.673094582185444e-4 2.0606060606060606e+0 0e+0 0e+0 7.34618916437082e-2 3.67309458218541e-5 2.6983247619359625e-6 2.0606060606060606e+0 -7.865932047750231e+0 9.926538108356292e+0 3.6730945821854846e-5
0e+0 1e+1 2.080808080808081e+0 9.869401081522296e+0 1e+1 -6.529945923885224e-5 -6.529945923885224e-4 2.080808080808081e+0 0e+0 0e+0 1.3059891847770366e-1 6.529945923885183e-5 8.528038753772944e-6 2.080808080808081e+0 -7.788593000714215e+0 9.869401081522296e+0 6.52994592388533e-5
0e+0 1e+1 2.101010101010101e+0 9.795939189878581e+0 1e+1 -1.0203040506070928e-4 -1.0203040506070928e-3 2.101010101010101e+0 0e+0 0e+0 2.0406081012141897e-1 1.0203040506070949e-4 2.0820407113704904e-5 2.101010101010101e+0 -7.69492908886848e+0 9.795939189878581e+0 1.0203040506070852e-4
0e+0 1e+1 2.121212121212121e+0 9.706152433425162e+0 1e+1 -1.469237832874195e-4 -1.469237832874195e-3 2.121212121212121e+0 0e+0 0e+0 2.938475665748381e-1 1.4692378328741906e-4 4.317319619097696e-5 2.121212121212121e+0 -7.584940312213041e+0 9.706152433425162e+0 1.4692378328741938e-4
0e+0 1e+1 2.1414141414141414e+0 9.600040812162025e+0 1e+1 -1.9997959391898808e-4 -1.9997959391898808e-3 2.1414141414141414e+0 0e+0 0e+0 3.9995918783797535e-1 1.9997959391898767e-4 7.998367596800642e-5 2.1414141414141414e+0 -7.458626670747883e+0 9.600040812162025e+0 1.9997959391898791e-4
0e+0 1e+1 2.1616161616161618e+0 9.477604326089175e+0 1e+1 -2.6119783695541243e-4 -2.6119783695541243e-3 2.1616161616161618e+0 0e+0 0e+0 5.223956739108253e-1 2.6119783695541265e-4 1.3644862006037265e-4 2.1616161616161618e+0 -7.315988164473013e+0 9.477604326089175e+0 2.611978369554132e-4
0e+0 1e+1 2.1818181818181817e+0 9.338842975206614e+0 1e+1 -3.305785123966934e-4 -3.3057851239669343e-3 2.1818181818181817e+0 0e+0 0e+0 6.611570247933862e-1 3.305785123966931e-4 2.1856430571682117e-4 2.1818181818181817e+0 -7.157024793388432e+0 9.338842975206614e+0 3.3057851239669364e-4
