"Rload:R=2000"
0e+0 1e+1 5e-1 9.995030199802018e+0 1e+1 -2.4849000989906472e-6 -2.4849000989906472e-5 5e-1 -2.48490009898978e-8 -1.24245004949489e-8 4.969800197981655e-3 2.4849000989908277e-6 1.234945700392925e-8 5e-1 -9.495030199802018e+0 9.995030199802018e+0 -2.50974909997991e-6 2.4849000989900103e-6 2.4849000989899916e-8
0e+0 1e+1 5.03030303030303e-1 9.994412136616571e+0 1e+1 -2.7939316917142965e-6 -2.7939316917142965e-5 5.03030303030303e-1 -2.793931691714883e-8 -1.4054323055293049e-8 5.5878633834289815e-3 2.793931691714491e-6 1.5612108595933192e-8 5.03030303030303e-1 -9.491381833586267e+0 9.994412136616571e+0 -2.8218710086316718e-6 2.7939316917145264e-6 2.7939316917145336e-8
0e+0 1e+1 5.060606060606061e-1 9.993717208751564e+0 1e+1 -3.1413956242181892e-6 -3.141395624218189e-5 5.060606060606061e-1 -3.141395624217926e-8 -1.5897365734678597e-8 6.282791248436226e-3 3.141395624218113e-6 1.9736732935713416e-8 5.060606060606061e-1 -9.487656602690958e+0 9.993717208751564e+0 -3.1728095804602434e-6 3.1413956242180626e-6 3.141395624218074e-8
0e+0 1e+1 5.09090909090909e-1 9.99293585702421e+0 1e+1 -3.5320714878942644e-6 -3.5320714878942644e-5 5.09090909090909e-1 -3.532071487894277e-8 -1.798145484746177e-8 7.064142975789167e-3 3.5320714878945837e-6 2.4951057991195716e-8 5.09090909090909e-1 -9.483844947933301e+0 9.99293585702421e+0 -3.5673922027730084e-6 3.532071487894068e-6 3.532071487894054e-8
0e+0 1e+1 5.121212121212121e-1 9.992057333435538e+0 1e+1 -3.971333282230989e-6 -3.971333282230989e-5 5.121212121212121e-1 -3.9713332822309954e-8 -2.033804014233449e-8 7.942666564462186e-3 3.971333282231093e-6 3.1542976077112773e-8 5.121212121212121e-1 -9.479936121314326e+0 9.992057333435538e+0 -4.0110466150537066e-6 3.971333282231392e-6 3.9713332822314295e-8
0e+0 1e+1 5.151515151515151e-1 9.991069553324687e+0 1e+1 -4.4652233376569e-6 -4.4652233376569e-5 5.151515151515151e-1 -4.465223337657361e-8 -2.300266567884095e-8 8.930446675313064e-3 4.465223337656532e-6 3.987643891030508e-8 5.151515151515151e-1 -9.475918038173171e+0 9.991069553324687e+0 -4.509875571033673e-6 4.465223337657102e-6 4.465223337657096e-8
0e+0 1e+1 5.181818181818182e-1 9.989958929136591e+0 1e+1 -5.020535431704727e-6 -5.020535431704727e-5 5.181818181818182e-1 -5.020535431704518e-8 -2.6015501782468866e-8 1.0041070863408663e-2 5.0205354317043315e-6 5.0411552041997195e-8 5.181818181818182e-1 -9.471777110954774e+0 9.989958929136591e+0 -5.070740786021425e-6 5.020535431704381e-6 5.020535431704412e-8
0e+0 1e+1 5.212121212121212e-1 9.988710183516355e+0 1e+1 -5.64490824182199e-6 -5.64490824182199e-5 5.212121212121212e-1 -5.6449082418238146e-8 -2.9421945987687764e-8 1.1289816483644799e-2 5.644908241822399e-6 6.37299781171889e-8 5.212121212121212e-1 -9.467498062304234e+0 9.988710183516355e+0 -5.701357324239952e-6 5.644908241821734e-6 5.6449082418217394e-8
0e+0 1e+1 5.242424242424243e-1 9.987306139159346e+0 1e+1 -6.346930420327544e-6 -6.346930420327544e-5 5.242424242424243e-1 -6.346930420325311e-8 -3.32733019004933e-8 1.269386084065438e-2 6.34693042032719e-6 8.056705152094937e-8 5.242424242424243e-1 -9.463063714916922e+0 9.987306139159346e+0 -6.410399724531062e-6 6.346930420327784e-6 6.346930420327768e-8
0e+0 1e+1 5.272727272727272e-1 9.98572748252623e+0 1e+1 -7.136258736885684e-6 -7.136258736885684e-5 5.272727272727272e-1 -7.136258736886293e-8 -3.7627546067218634e-8 1.4272517473770563e-2 7.1362587368852816e-6 1.0185237751954303e-7 5.272727272727272e-1 -9.458454755253502e+0 9.98572748252623e+0 -7.2076213242544175e-6 7.136258736885562e-6 7.136258736885552e-8
0e+0 1e+1 5.303030303030303e-1 9.983952498172755e+0 1e+1 -8.023750913622313e-6 -8.023750913622313e-5 5.303030303030303e-1 -8.023750913620046e-8 -4.2550194238894184e-8 1.6047501827245014e-2 8.023750913622508e-6 1.2876115744771606e-7 5.303030303030303e-1 -9.453649467869724e+0 9.983952498172755e+0 -8.103988422758799e-6 8.023750913622574e-6 8.023750913622503e-8
0e+0 1e+1 5.333333333333333e-1 9.98195677003974e+0 1e+1 -9.02161498012987e-6 -9.02161498012987e-5 5.333333333333333e-1 -9.02161498012824e-8 -4.811527989401728e-8 1.804322996025931e-2 9.021614980129655e-6 1.627790736993996e-7 5.333333333333333e-1 -9.448623436706407e+0 9.98195677003974e+0 -9.111831129930686e-6 9.021614980129393e-6 9.021614980129362e-8
0e+0 1e+1 5.363636363636364e-1 9.979712845594376e+0 1e+1 -1.014357720281224e-5 -1.014357720281224e-4 5.363636363636364e-1 -1.0143577202812843e-7 -5.44064595423598e-8 2.028715440562401e-2 1.0143577202812005e-5 2.057843169388148e-7 5.363636363636364e-1 -9.443349209230739e+0 9.979712845594376e+0 -1.024501297484047e-5 1.0143577202812347e-5 1.0143577202812335e-7
0e+0 1e+1 5.393939393939394e-1 9.977189858202848e+0 1e+1 -1.1405070898575995e-5 -1.1405070898575995e-4 5.393939393939394e-1 -1.1405070898576362e-7 -6.15182612105028e-8 2.2810141797151573e-2 1.1405070898575786e-5 2.601512844030806e-7 5.393939393939394e-1 -9.43779591880891e+0 9.977189858202848e+0 -1.1519121607561963e-5 1.1405070898576201e-5 1.140507089857615e-7
0e+0 1e+1 5.424242424242425e-1 9.974353102539816e+0 1e+1 -1.2823448730092495e-5 -1.2823448730092495e-4 5.424242424242425e-1 -1.282344873009713e-7 -6.95574946268905e-8 2.5646897460184448e-2 1.2823448730092224e-5 3.2888167466660773e-7 5.424242424242425e-1 -9.431928860115573e+0 9.974353102539816e+0 -1.2951683217393103e-5 1.2823448730092181e-5 1.2823448730092217e-7
0e+0 1e+1 5.454545454545454e-1 9.97116355719418e+0 1e+1 -1.4418221402910311e-5 -1.441822140291031e-4 5.454545454545454e-1 -1.4418221402910055e-7 -7.864484401587302e-8 2.883644280582054e-2 1.441822140291027e-5 4.157702168466796e-7 5.454545454545454e-1 -9.425709011739634e+0 9.97116355719418e+0 -1.456240361693895e-5 1.4418221402909852e-5 1.4418221402909844e-7
