0e+0 5e-1 5e-1 -2.509749099979908e-6 -1.254874549989954e-6 5e-1 2.50974909997991e-6 1.254874549989955e-6
0e+0 5.040404040404041e-1 5.040404040404041e-1 -2.9343107716147234e-6 -1.479011186904795e-6 5.040404040404041e-1 2.9343107716147263e-6 1.4790111869047964e-6
0e+0 5.080808080808081e-1 5.080808080808081e-1 -3.4306934122478133e-6 -1.743069481172374e-6 5.080808080808081e-1 3.430693412247819e-6 1.7430694811723767e-6
0e+0 5.121212121212121e-1 5.121212121212121e-1 -4.011046615053708e-6 -2.0541420543759897e-6 5.121212121212121e-1 4.0110466150537066e-6 2.054142054375989e-6
0e+0 5.161616161616162e-1 5.161616161616162e-1 -4.689575258959319e-6 -2.4205787447759717e-6 5.161616161616162e-1 4.6895752589593205e-6 2.4205787447759725e-6
0e+0 5.202020202020202e-1 5.202020202020202e-1 -5.482887191028324e-6 -2.8522089933127143e-6 5.202020202020202e-1 5.48288719102832e-6 2.852208993312712e-6
0e+0 5.242424242424243e-1 5.242424242424243e-1 -6.410399724531051e-6 -3.3606034919511266e-6 5.242424242424243e-1 6.410399724531062e-6 3.3606034919511326e-6
0e+0 5.282828282828282e-1 5.282828282828282e-1 -7.494814902254379e-6 -3.959382014019233e-6 5.282828282828282e-1 7.494814902254388e-6 3.959382014019237e-6
0e+0 5.323232323232323e-1 5.323232323232323e-1 -8.762675157722585e-6 -4.664575563757376e-6 5.323232323232323e-1 8.762675157722578e-6 4.6645755637573726e-6
0e+0 5.363636363636364e-1 5.363636363636364e-1 -1.0245012974840475e-5 -5.495052413778073e-6 5.363636363636364e-1 1.024501297484047e-5 5.49505241377807e-6
0e+0 5.404040404040404e-1 5.404040404040404e-1 -1.1978110447200593e-5 -6.473019282073048e-6 5.404040404040404e-1 1.1978110447200601e-5 6.473019282073052e-6
0e+0 5.444444444444444e-1 5.444444444444444e-1 -1.4004387328229572e-5 -7.624610878702766e-6 5.444444444444444e-1 1.4004387328229564e-5 7.624610878702762e-6
0e+0 5.484848484848485e-1 5.484848484848485e-1 -1.6373439308324826e-5 -8.980583378202403e-6 5.484848484848485e-1 1.6373439308324812e-5 8.980583378202397e-6
0e+0 5.525252525252525e-1 5.525252525252525e-1 -1.9143251932127235e-5 -1.0577130107953129e-5 5.525252525252525e-1 1.9143251932127218e-5 1.057713010795312e-5
0e+0 5.565656565656566e-1 5.565656565656566e-1 -2.2381619868092268e-5 -1.2456840956887718e-5 5.565656565656566e-1 2.2381619868092275e-5 1.2456840956887722e-5
0e+0 5.606060606060606e-1 5.606060606060606e-1 -2.6167806268777446e-5 -1.46698307870419e-5 5.606060606060606e-1 2.6167806268777446e-5 1.46698307870419e-5
0e+0 5.646464646464646e-1 5.646464646464646e-1 -3.059448283678813e-5 -1.7275066571479357e-5 5.646464646464646e-1 3.059448283678815e-5 1.7275066571479367e-5
0e+0 5.686868686868687e-1 5.686868686868687e-1 -3.576999808195091e-5 -2.0341928202159963e-5 5.686868686868687e-1 3.576999808195094e-5 2.0341928202159977e-5
0e+0 5.727272727272728e-1 5.727272727272728e-1 -4.1821029288179566e-5 -2.395204404686648e-5 5.727272727272728e-1 4.182102928817954e-5 2.3952044046866466e-5
0e+0 5.767676767676768e-1 5.767676767676768e-1 -4.8895683100275535e-5 -2.8201449545714476e-5 5.767676767676768e-1 4.889568310027546e-5 2.8201449545714435e-5
0e+0 5.808080808080808e-1 5.808080808080808e-1 -5.716712062145066e-5 -3.320312561346881e-5 5.808080808080808e-1 5.7167120621450616e-5 3.320312561346879e-5
0e+0 5.848484848484848e-1 5.848484848484848e-1 -6.683779575042078e-5 -3.9089983575246096e-5 5.848484848484848e-1 6.683779575042084e-5 3.908998357524612e-5
0e+0 5.888888888888889e-1 5.888888888888889e-1 -7.814441049672823e-5 -4.601837507029551e-5 5.888888888888889e-1 7.814441049672823e-5 4.601837507029551e-5
0e+0 5.92929292929293e-1 5.92929292929293e-1 -9.136370856191152e-5 -5.417221911701219e-5 5.92929292929293e-1 9.136370856191156e-5 5.4172219117012216e-5
0e+0 5.969696969696969e-1 5.969696969696969e-1 -1.0681924899175015e-4 -6.376785470113569e-5 5.969696969696969e-1 1.0681924899175019e-4 6.376785470113571e-5
0e+0 6.01010101010101e-1 6.01010101010101e-1 -1.2488932569329004e-4 -7.505974625000764e-5 6.01010101010101e-1 1.2488932569329017e-4 7.505974625000773e-5
0e+0 6.050505050505051e-1 6.050505050505051e-1 -1.4601622665685182e-4 -8.834719168429722e-5 6.050505050505051e-1 1.4601622665685185e-4 8.834719168429723e-5
0e+0 6.090909090909091e-1 6.090909090909091e-1 -1.7071705951419774e-4 -1.0398220897682954e-4 6.090909090909091e-1 1.7071705951419793e-4 1.0398220897682965e-4
0e+0 6.131313131313132e-1 6.131313131313132e-1 -1.995964084020854e-4 -1.223788079798645e-4 6.131313131313132e-1 1.99596408402085e-4 1.2237880797986425e-4
0e+0 6.171717171717171e-1 6.171717171717171e-1 -2.3336113192395664e-4 -1.4402389051064394e-4 6.171717171717171e-1 2.3336113192395707e-4 1.4402389051064421e-4
0e+0 6.212121212121212e-1 6.212121212121212e-1 -2.72837664408619e-4 -1.6949006425383907e-4 6.212121212121212e-1 2.7283766440861916e-4 1.6949006425383918e-4
0e+0 6.252525252525253e-1 6.252525252525253e-1 -3.1899224393606637e-4 -1.9945070605699504e-4 6.252525252525253e-1 3.189922439360665e-4 1.9945070605699512e-4
0e+0 6.292929292929292e-1 6.292929292929292e-1 -3.7295456223702256e-4 -2.3469766896329802e-4 6.292929292929292e-1 3.7295456223702223e-4 2.346976689632978e-4
0e+0 6.333333333333333e-1 6.333333333333333e-1 -4.3604541532739176e-4 -2.7616209637401477e-4 6.333333333333333e-1 4.3604541532739127e-4 2.7616209637401444e-4
0e+0 6.373737373737374e-1 6.373737373737374e-1 -5.098090316618641e-4 -3.249388878572083e-4 6.373737373737374e-1 5.098090316618633e-4 3.249388878572078e-4
0e+0 6.414141414141414e-1 6.414141414141414e-1 -5.96050869079174e-4 -3.823154564295712e-4 6.414141414141414e-1 5.960508690791741e-4 3.8231545642957126e-4
0e+0 6.454545454545455e-1 6.454545454545455e-1 -6.968818056670573e-4 -4.4980552911237333e-4 6.454545454545455e-1 6.968818056670589e-4 4.498055291123744e-4
0e+0 6.494949494949495e-1 6.494949494949495e-1 -8.147698061742072e-4 -5.291888741111265e-4 6.494949494949495e-1 8.147698061742072e-4 5.291888741111265e-4
0e+0 6.535353535353535e-1 6.535353535353535e-1 -9.526003285700926e-4 -6.225579925099494e-4 6.535353535353535e-1 9.526003285700937e-4 6.225579925099501e-4
0e+0 6.575757575757576e-1 6.575757575757576e-1 -1.113746949279553e-3 -7.32372993920191e-4 6.575757575757576e-1 1.1137469492795546e-3 7.323729939201919e-4
0e+0 6.616161616161615e-1 6.616161616161615e-1 -1.3021539357341919e-3 -8.615260887938339e-4 6.616161616161615e-1 1.3021539357341934e-3 8.61526088793835e-4
0e+0 6.656565656565656e-1 6.656565656565656e-1 -1.5224327873082574e-3 -1.0134173806425673e-3 6.656565656565656e-1 1.5224327873082598e-3 1.0134173806425689e-3
0e+0 6.696969696969697e-1 6.696969696969697e-1 -1.7799751076004525e-3 -1.1920439356960606e-3 6.696969696969697e-1 1.7799751076004531e-3 1.192043935696061e-3
0e+0 6.737373737373737e-1 6.737373737373737e-1 -2.081084570753726e-3 -1.402104453224985e-3 6.737373737373737e-1 2.0810845707537264e-3 1.4021044532249853e-3
0e+0 6.777777777777778e-1 6.777777777777778e-1 -2.4331312118556006e-3 -1.6491222658132404e-3 6.777777777777778e-1 2.433131211855602e-3 1.6491222658132415e-3
0e+0 6.818181818181819e-1 6.818181818181819e-1 -2.8447318178718706e-3 -1.93958987582173e-3 6.818181818181819e-1 2.8447318178718645e-3 1.939589875821726e-3
0e+0 6.858585858585858e-1 6.858585858585858e-1 -3.325960834409808e-3 -2.281138794509353e-3 6.858585858585858e-1 3.3259608344098097e-3 2.2811387945093544e-3
0e+0 6.898989898989899e-1 6.898989898989899e-1 -3.888596950521239e-3 -2.682739108288895e-3 6.898989898989899e-1 3.888596950521234e-3 2.6827391082888917e-3
0e+0 6.93939393939394e-1 6.93939393939394e-1 -4.546411397019751e-3 -3.154933969447039e-3 6.93939393939394e-1 4.546411397019755e-3 3.154933969447042e-3
0e+0 6.979797979797979e-1 6.979797979797979e-1 -5.315505014778982e-3 -3.7101151163760364e-3 6.979797979797979e-1 5.315505014778977e-3 3.7101151163760333e-3
0e+0 7.02020202020202e-1 7.02020202020202e-1 -6.214702343184497e-3 -4.362846594457803e-3 7.02020202020202e-1 6.214702343184494e-3 4.362846594457801e-3
0e+0 7.06060606060606e-1 7.06060606060606e-1 -7.266012374552766e-3 -5.130245100820589e-3 7.06060606060606e-1 7.266012374552761e-3 5.130245100820586e-3
0e+0 7.101010101010101e-1 7.101010101010101e-1 -8.495167252064895e-3 -6.0324268466683045e-3 7.101010101010101e-1 8.495167252064898e-3 6.032426846668306e-3
0e+0 7.141414141414142e-1 7.141414141414142e-1 -9.932252096528538e-3 -7.0930325578239155e-3 7.141414141414142e-1 9.93225209652855e-3 7.093032557823924e-3
0e+0 7.181818181818181e-1 7.181818181818181e-1 -1.1612441377774452e-2 -8.339844262219833e-3 7.181818181818181e-1 1.161244137777446e-2 8.339844262219839e-3
0e+0 7.222222222222222e-1 7.222222222222222e-1 -1.3576859854310064e-2 -9.80550989477949e-3 7.222222222222222e-1 1.3576859854310078e-2 9.805509894779501e-3
